ticket_id,description,category,severity,resolution,resolution_cluster,user_tier,department,auto_resolved,verified,created_at
INC-10166,printer not connecting to network after network infrastructure change please help,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Marketing,True,True,2026-02-05T00:00:00Z
INC-10167,SAP account deactivated after leave period need reactivation,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Sales,True,True,2025-01-12T00:00:00Z
INC-10168,office365 license not provisioned for new user account,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Sales,True,True,2025-08-26T00:00:00Z
INC-10169,vpn connected but cannot access intranet or internal apps urgent,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Logistics,True,True,2025-06-23T00:00:00Z
INC-10170,SAP application server appears to be down for everyone please help,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Procurement,True,True,2025-07-29T00:00:00Z
INC-10171,applications keep asking to login again SSO not holding session,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,HR,True,True,2025-02-18T00:00:00Z
INC-10172,single sign on not maintaining session across applications please help,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,IT,True,True,2025-06-10T00:00:00Z
INC-10173,dns resolution seems broken some sites load others do not,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,IT,True,True,2025-03-10T00:00:00Z
INC-10174,network connection intermittent drops out without warning,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Marketing,False,True,2025-07-11T00:00:00Z
INC-10175,moved to new workstation and there is no network connection,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Finance,True,True,2025-07-11T00:00:00Z
INC-10176,vpn client corrupt after automatic update need fresh install,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Operations,True,True,2025-01-25T00:00:00Z
INC-10177,vpn refusing connection because certificate is no longer valid,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Operations,True,True,2025-04-22T00:00:00Z
INC-10178,network issues come and go randomly very unpredictable,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Procurement,False,True,2026-01-14T00:00:00Z
INC-10179,group policy update removed local admin rights from developers asap,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Logistics,True,True,2025-01-19T00:00:00Z
INC-10180,cant access SAP module due to missing role assignment,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Engineering,True,True,2026-01-05T00:00:00Z
INC-10181,no wired network connection at my new desk location,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Sales,True,True,2025-01-20T00:00:00Z
INC-10182,shared printer working for part of the team not everyone,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Finance,False,True,2025-11-18T00:00:00Z
INC-10183,need access to project folder for new team members,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Marketing,True,True,2025-03-01T00:00:00Z
INC-10184,entire dev team lost access to production readonly view,Permissions/Access,P2,Assign correct role or group membership in AD,permission_role_assign,standard,Engineering,False,True,2026-01-22T00:00:00Z
INC-10185,adobe acrobat crashes immediately every time i launch it urgent,Software Install,P4,Uninstall and clean reinstall application,software_reinstall,contractor,Sales,True,True,2025-02-15T00:00:00Z
INC-10186,"Hi team, outlook calendar not syncing meeting invites not appearing",Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,HR,True,True,2025-06-30T00:00:00Z
INC-10187,receiving duplicate emails for every single message now,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Operations,True,True,2025-09-24T00:00:00Z
INC-10188,vpn showing certificate error on every connection attempt please help,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Engineering,True,True,2025-06-07T00:00:00Z
INC-10189,network printer needs remapping after ip address was changed,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Marketing,True,True,2025-10-04T00:00:00Z
INC-10190,group policy change broke remote access for specific team,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Sales,True,True,2025-08-29T00:00:00Z
INC-10191,windows password expired and cannot login to laptop,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Procurement,True,True,2025-09-15T00:00:00Z
INC-10192,authentication app showing wrong codes after phone migration,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Legal,True,True,2025-09-30T00:00:00Z
INC-10193,wifi drops out every few minutes very disruptive,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Marketing,True,True,2025-03-21T00:00:00Z
INC-10194,floor printer disappeared from network after office relocation,Printer Issues,P4,Re-map network printer and verify IP address,printer_network_map,standard,Marketing,True,True,2025-01-02T00:00:00Z
INC-10195,power user group access needed for upcoming software testing urgent,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Finance,True,True,2025-09-02T00:00:00Z
INC-10196,"Hi team, vpn connects successfully but cannot reach any internal systems",VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Engineering,True,True,2025-12-18T00:00:00Z
INC-10197,ethernet port at assigned desk not enabled need activation,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,contractor,Operations,True,True,2025-01-11T00:00:00Z
INC-10198,urgent - printer offline status shown though device is working fine,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Operations,True,True,2025-10-27T00:00:00Z
INC-10199,receiving bounce notifications because mailbox is full,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Operations,True,True,2025-12-03T00:00:00Z
INC-10200,SAP print spool not releasing documents service issue,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Engineering,True,True,2025-10-15T00:00:00Z
INC-10201,cant login because password expired on my machine,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,HR,True,True,2026-01-06T00:00:00Z
INC-10202,product key invalid for microsoft software on new machine,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,IT,True,True,2025-02-26T00:00:00Z
INC-10203,screen lock policy too aggressive locking every two minutes,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Sales,True,True,2025-03-26T00:00:00Z
INC-10204,dns lookup failing for many websites cannot browse normally,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,contractor,Sales,True,True,2026-01-04T00:00:00Z
INC-10205,project folder access denied need permissions to be updated,Permissions/Access,P4,Grant folder/share access permissions in AD,permission_folder,standard,Procurement,True,True,2025-06-24T00:00:00Z
INC-10206,power user group access needed for upcoming software testing,Permissions/Access,P4,Assign correct role or group membership in AD,permission_role_assign,standard,HR,True,True,2025-07-29T00:00:00Z
INC-10207,network adapter driver issues causing constant disconnections,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Finance,True,True,2025-09-28T00:00:00Z
INC-10208,vpn client not starting after recent operating system update urgent,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Finance,True,True,2025-05-06T00:00:00Z
INC-10209,removed from security group by mistake and lost system access,Permissions/Access,P4,Assign correct role or group membership in AD,permission_role_assign,standard,Legal,True,True,2025-10-06T00:00:00Z
INC-10210,admin rights revoked and cannot perform basic IT tasks now,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Sales,True,True,2025-08-24T00:00:00Z
INC-10211,SSO session expires immediately after successful authentication,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,HR,True,True,2025-08-21T00:00:00Z
INC-10212,VP Sales vpn certificate expired working remotely,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,vip,Sales,False,True,2025-04-21T00:00:00Z
INC-10213,gpo preventing remote desktop connection to my workstation please help,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Marketing,True,True,2025-08-15T00:00:00Z
INC-10214,network port needs enabling for newly assigned desk,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Sales,True,True,2025-09-09T00:00:00Z
INC-10215,SSO redirecting to login page repeatedly session not persisting,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Logistics,True,True,2025-02-02T00:00:00Z
INC-10216,read only access on folder that i should have edit rights to,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,HR,True,True,2026-01-04T00:00:00Z
INC-10217,two factor auth broken my old phone is gone,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Engineering,True,True,2025-07-19T00:00:00Z
INC-10218,MFA device lost need to reconfigure two factor authentication,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,IT,True,True,2025-09-01T00:00:00Z
INC-10219,out of office reply not turning off after i disabled it,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,IT,True,True,2025-04-08T00:00:00Z
INC-10220,"Hi team, missing dll error appearing when launching business application",Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Legal,True,True,2025-09-26T00:00:00Z
INC-10221,"Hi team, distribution list configuration broken emails not delivering",Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Procurement,True,True,2025-10-07T00:00:00Z
INC-10222,license count exceeded new users cannot activate software,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Procurement,True,True,2025-08-31T00:00:00Z
INC-10223,network keeps cutting out intermittently difficult to trace,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Operations,False,True,2025-11-20T00:00:00Z
INC-10224,SAP refusing my login credentials need password reset,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Marketing,True,True,2025-06-24T00:00:00Z
INC-10225,vpn client corrupt after automatic update need fresh install,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Procurement,True,True,2025-12-22T00:00:00Z
INC-10226,CFO SAP authorisation missing for quarter close,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,vip,Operations,False,True,2025-10-17T00:00:00Z
INC-10227,"Hi team, no access to SAP module after my role was changed last week",SAP Issues,P4,Reassign or repair SAP user role permissions,sap_role_assign,contractor,Logistics,True,True,2025-06-09T00:00:00Z
INC-10228,new role requires access to additional systems not yet granted asap,Permissions/Access,P4,Assign correct role or group membership in AD,permission_role_assign,standard,Marketing,True,True,2025-05-27T00:00:00Z
INC-10229,SAP login rejected with wrong username or password message,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Marketing,True,True,2025-12-22T00:00:00Z
INC-10230,windows password expired please reset my credentials,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,contractor,Operations,True,True,2025-03-14T00:00:00Z
INC-10231,cant see network printer in devices list needs remapping,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Engineering,True,True,2025-02-25T00:00:00Z
INC-10232,cant login because password expired on my machine,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Operations,True,True,2025-03-14T00:00:00Z
INC-10233,mail flow stopped between two internal departments,Email Access,P2,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Procurement,False,True,2025-08-12T00:00:00Z
INC-10234,vpn client application crashed after windows update yesterday,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Logistics,True,True,2025-02-08T00:00:00Z
INC-10235,"Hi team, password expiry is preventing me from logging in today",Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Sales,True,True,2025-01-02T00:00:00Z
INC-10236,my windows credentials have expired cannot get past login,Auth/SSO,P4,Reset user password via LDAP / Active Directory,password_reset,contractor,Legal,True,True,2025-09-26T00:00:00Z
INC-10237,excel crashing when opening large files after update applied asap,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,IT,True,True,2026-01-14T00:00:00Z
INC-10238,SAP fiori launchpad not loading after browser was updated,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Procurement,True,True,2025-05-17T00:00:00Z
INC-10239,CEO MFA broken after new phone board call tonight,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,vip,Procurement,False,True,2025-05-28T00:00:00Z
INC-10240,vpn client showing certificate untrusted error message asap,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Engineering,True,True,2025-08-13T00:00:00Z
INC-10241,whole team locked out accounts after AD sync failure,Auth/SSO,P1,Unlock user account in Active Directory,account_unlock,standard,Marketing,False,True,2026-01-04T00:00:00Z
INC-10242,new printer not appearing in add printer wizard on network urgent,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Logistics,True,True,2025-08-25T00:00:00Z
INC-10243,SAP account locked after failed login attempts,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Logistics,True,True,2025-03-04T00:00:00Z
INC-10244,"Hi team, gpo applying wrong settings to laptop in incorrect OU",Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,HR,True,True,2025-07-10T00:00:00Z
INC-10245,cannot access external websites but internal systems work,Network/Connectivity,P4,Flush DNS cache and renew IP address,network_dns_flush,standard,Operations,True,True,2025-07-22T00:00:00Z
INC-10246,cannot login to SAP getting invalid credentials error message please help,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Finance,True,True,2026-01-12T00:00:00Z
INC-10247,duplex printing not working on network printer driver issue,Printer Issues,P4,Reinstall or update printer driver,printer_driver_install,standard,Legal,True,True,2025-11-24T00:00:00Z
INC-10248,software license expired for office applications need renewal urgent,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Marketing,True,True,2025-03-18T00:00:00Z
INC-10249,software update failed and now application is broken,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,HR,True,True,2025-12-28T00:00:00Z
INC-10250,missing SAP roles after system migration cannot access modules urgent,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Finance,True,True,2025-11-24T00:00:00Z
INC-10251,printer accessible from some workstations but not others,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Engineering,False,True,2025-06-29T00:00:00Z
INC-10252,vpn authentication error root certificate expired on device,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Logistics,True,True,2025-07-08T00:00:00Z
INC-10253,security group membership not replicating across office sites,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,IT,True,True,2025-01-30T00:00:00Z
INC-10254,"Hi team, cannot install printer says access denied driver issue",Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Operations,True,True,2025-02-20T00:00:00Z
INC-10255,"Hi team, internet access broken for external sites internal fine",Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,HR,True,True,2026-01-07T00:00:00Z
INC-10256,"Hi team, my account got locked and i cannot login to any systems",Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Procurement,True,True,2025-04-13T00:00:00Z
INC-10257,printer driver missing from laptop after refresh by IT urgent,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,contractor,Logistics,True,True,2025-06-27T00:00:00Z
INC-10258,randomly getting signed out via SSO multiple times daily,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Marketing,False,True,2025-05-15T00:00:00Z
INC-10259,SAP account deactivated after leave period need reactivation,SAP Issues,P4,Reset SAP credentials and clear session cache,sap_credential_reset,contractor,Marketing,True,True,2025-06-11T00:00:00Z
INC-10260,urgent - network adapter needs driver update wifi keeps cutting out,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,HR,True,True,2025-10-05T00:00:00Z
INC-10261,inbox rules have stopped working emails not being sorted urgent,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Legal,True,True,2025-08-24T00:00:00Z
INC-10262,"Hi team, SAP application crashing for all users on our floor",SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,HR,True,True,2025-10-12T00:00:00Z
INC-10263,network adapter driver issues causing constant disconnections urgent,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Legal,True,True,2025-03-19T00:00:00Z
INC-10264,getting certificate not trusted error when connecting to vpn,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Engineering,True,True,2025-01-14T00:00:00Z
INC-10265,SAP credential error appearing on every login attempt,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Finance,True,True,2025-11-29T00:00:00Z
INC-10266,entire warehouse offline barcode scanners not working,Network/Connectivity,P1,Enable network port on switch for user device,network_port_enable,standard,Procurement,False,True,2025-10-26T00:00:00Z
INC-10267,lost access to my authenticator app cannot login anywhere,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,contractor,Finance,True,True,2025-02-24T00:00:00Z
INC-10268,laptop wireless keeps going offline needs driver update,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Marketing,True,True,2025-03-02T00:00:00Z
INC-10269,access to legacy system needed for compliance audit purposes,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,contractor,Legal,True,True,2025-12-09T00:00:00Z
INC-10270,intermittent connectivity issues occurring throughout day,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Logistics,False,True,2026-01-22T00:00:00Z
INC-10271,applications keep asking to login again SSO not holding session asap,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Operations,True,True,2025-11-07T00:00:00Z
INC-10272,email quota maxed out causing delivery failures for me,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Operations,True,True,2025-06-17T00:00:00Z
INC-10273,my windows credentials have expired cannot get past login urgent,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Logistics,True,True,2025-10-11T00:00:00Z
INC-10274,SSO logging me out frequently from all internal applications,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Procurement,False,True,2025-12-31T00:00:00Z
INC-10275,spam filter blocking legitimate emails from colleagues,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,HR,True,True,2025-07-01T00:00:00Z
INC-10276,office 365 apps displaying unlicensed product banner constantly,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Operations,True,True,2025-04-08T00:00:00Z
INC-10277,urgent - license server unreachable for engineering software today,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,HR,True,True,2025-05-22T00:00:00Z
INC-10278,vpn connected but cannot access intranet or internal apps please help,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Marketing,True,True,2025-05-02T00:00:00Z
INC-10279,SAP password has expired need to reset SAP credentials,SAP Issues,P4,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Engineering,True,True,2025-04-04T00:00:00Z
INC-10280,vpn authentication failing certificate has passed expiry date,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Legal,True,True,2025-02-17T00:00:00Z
INC-10281,email rule conflicting causing incorrect sorting of messages,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,HR,True,True,2025-08-25T00:00:00Z
INC-10282,"Hi team, spooler service needs restart print queue completely jammed",Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Logistics,True,True,2025-07-21T00:00:00Z
INC-10283,no internet access at my desk since moving here this morning,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Operations,True,True,2025-01-27T00:00:00Z
INC-10284,account deactivated after incorrect password attempts repeatedly asap,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,HR,True,True,2025-08-02T00:00:00Z
INC-10285,dns lookup failing for many websites cannot browse normally,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Sales,True,True,2026-01-18T00:00:00Z
INC-10286,email storage limit reached need mailbox quota increased,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,HR,True,True,2025-03-21T00:00:00Z
INC-10287,vpn connection active but internal network unreachable,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Legal,True,True,2025-05-06T00:00:00Z
INC-10288,USB ports blocked by company policy need exception granted,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Marketing,True,True,2025-05-17T00:00:00Z
INC-10289,network unstable keeps going up and down randomly,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Marketing,False,True,2025-07-30T00:00:00Z
INC-10290,two factor auth broken my old phone is gone,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Engineering,True,True,2025-11-27T00:00:00Z
INC-10291,urgent - printer spooler stuck print queue needs to be cleared,Printer Issues,P4,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Logistics,True,True,2025-10-09T00:00:00Z
INC-10292,printer shows offline on network even though it is powered on,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Marketing,True,True,2025-02-26T00:00:00Z
INC-10293,"Hi team, file share access broken after recent server maintenance",Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,contractor,Finance,True,True,2025-06-22T00:00:00Z
INC-10294,two step verification codes not working after phone replacement asap,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,contractor,Logistics,True,True,2025-04-30T00:00:00Z
INC-10295,urgent - printer not working correctly need driver to be reinstalled,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Procurement,True,True,2025-08-07T00:00:00Z
INC-10296,software update failed and now application is broken,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Legal,True,True,2026-01-17T00:00:00Z
INC-10297,microsoft office license not assigned after role changed please help,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Finance,True,True,2025-02-22T00:00:00Z
INC-10298,install wizard failing at elevation step admin rights needed,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Procurement,True,True,2025-02-18T00:00:00Z
INC-10299,emails bouncing because my mailbox storage is completely full,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Operations,True,True,2025-03-10T00:00:00Z
INC-10300,getting logged out of all applications right after SSO login,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Logistics,True,True,2026-01-02T00:00:00Z
INC-10301,SAP authorisation denied for transaction code i need daily,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,IT,True,True,2025-11-26T00:00:00Z
INC-10302,storage quota reached emails not being delivered to me,Email Access,P4,Clear mailbox quota and archive old emails,email_quota_fix,standard,IT,True,True,2025-09-25T00:00:00Z
INC-10303,SAP account locked after failed login attempts,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,IT,True,True,2025-06-25T00:00:00Z
INC-10304,network port needs enabling for newly assigned desk asap,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Logistics,True,True,2025-03-28T00:00:00Z
INC-10305,"Hi team, cannot see network printer in devices list needs remapping",Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,HR,True,True,2025-12-13T00:00:00Z
INC-10306,new office location desk has inactive network port,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Finance,True,True,2025-02-11T00:00:00Z
INC-10307,vpn refusing connection because certificate is no longer valid,VPN Problems,P4,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Marketing,True,True,2025-05-04T00:00:00Z
INC-10308,urgent - cannot open shared files access permission not granted,Permissions/Access,P4,Grant folder/share access permissions in AD,permission_folder,contractor,Legal,True,True,2025-01-21T00:00:00Z
INC-10309,urgent - account locked out need to unlock immediately for access,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Marketing,True,True,2025-10-08T00:00:00Z
INC-10310,websites not loading even though network says connected,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,HR,True,True,2025-04-30T00:00:00Z
INC-10311,policy preventing copy and paste in virtual desktop environment please help,Permissions/Access,P4,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Operations,True,True,2025-10-19T00:00:00Z
INC-10312,bitlocker policy forcing encryption but user needs exemption,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Operations,True,True,2025-02-15T00:00:00Z
INC-10313,SAP system not loading after this mornings patch update asap,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Legal,True,True,2025-04-19T00:00:00Z
INC-10314,ethernet port at assigned desk not enabled need activation,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Legal,True,True,2025-08-14T00:00:00Z
INC-10315,vpn client showing error after automatic update was applied please help,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Sales,True,True,2025-10-02T00:00:00Z
INC-10316,my SAP user credentials stopped working need reset,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,IT,True,True,2025-07-23T00:00:00Z
INC-10317,network sometimes works sometimes doesnt no clear cause,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Legal,False,True,2025-07-04T00:00:00Z
INC-10318,single sign on session times out very quickly after logging in,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Sales,True,True,2025-04-29T00:00:00Z
INC-10319,vpn connected yet cannot reach internal servers or shares,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Operations,True,True,2025-10-30T00:00:00Z
INC-10320,vpn showing green but cannot connect to any internal resources urgent,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Operations,True,True,2025-11-08T00:00:00Z
INC-10321,urgent - colour printer printing only in black and white driver issue,Printer Issues,P4,Reinstall or update printer driver,printer_driver_install,standard,HR,True,True,2025-04-08T00:00:00Z
INC-10322,whole remote team cannot connect to vpn since 8am,VPN Problems,P2,Push updated VPN configuration to user device,vpn_config_push,standard,Legal,False,True,2025-02-08T00:00:00Z
INC-10323,email rules disappeared after recent outlook update,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,IT,True,True,2025-03-16T00:00:00Z
INC-10324,mailbox is completely full and i cannot receive any new emails,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Marketing,True,True,2025-10-14T00:00:00Z
INC-10325,cannot access SAP system credentials are not being accepted asap,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Legal,True,True,2025-10-24T00:00:00Z
INC-10326,sent items show delivered but recipients say nothing arrived,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,HR,False,True,2025-11-08T00:00:00Z
INC-10327,SAP permissions incorrect cannot run required transactions,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,IT,True,True,2025-12-08T00:00:00Z
INC-10328,moved to new workstation and there is no network connection,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,IT,True,True,2025-09-15T00:00:00Z
INC-10329,"Hi team, SAP transaction blocked with authorisation object missing error",SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,IT,True,True,2025-12-26T00:00:00Z
INC-10330,application compatibility error appearing on windows 11,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,IT,True,True,2025-03-08T00:00:00Z
INC-10331,urgent - storage quota reached emails not being delivered to me,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,IT,True,True,2025-12-16T00:00:00Z
INC-10332,urgent - MFA authenticator app stopped working after i changed phones,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Engineering,True,True,2025-03-11T00:00:00Z
